20240613 115200,5498.25,5498.25,5497.25,5497.25,115
20240613 115300,5497.25,5497.5,5497,5497.5,49
20240613 115400,5497.25,5497.75,5497.25,5497.5,57
20240613 115500,5497.75,5497.75,5497.25,5497.25,53
20240613 115600,5497.25,5497.25,5497,5497,29
20240613 115700,5497,5497.75,5497,5497.5,24
20240613 115800,5497.25,5497.5,5496.5,5496.75,78
20240613 115900,5497,5497.25,5496.75,5497.25,45
20240613 120000,5497.25,5497.5,5497.25,5497.5,18
20240613 120100,5497.75,5498.75,5497.75,5498.75,148
20240613 120200,5498.75,5499,5498.5,5499,64
20240613 120300,5499,5499.5,5499,5499.25,72
20240613 120400,5499.5,5499.5,5498.5,5499,154
20240613 120500,5499,5499.5,5498.75,5498.75,82
20240613 120600,5498.75,5500.75,5498.5,5500.5,170
20240613 120700,5500.5,5501.75,5500.5,5500.5,278
20240613 120800,5500.5,5500.5,5500,5500.5,120
20240613 120900,5500.5,5501,5500.5,5500.75,82
20240613 121000,5500.75,5500.75,5500.25,5500.5,57
20240613 121100,5500.5,5501.5,5500.5,5501.5,106
20240613 121200,5501.5,5502,5501.5,5501.75,144
20240613 121300,5502,5503.25,5501.75,5503.25,244
20240613 121400,5503.5,5505,5503.5,5504,735
20240613 121500,5504,5505,5504,5505,431
20240613 121600,5505,5505.5,5504,5504.5,196
20240613 121700,5504.5,5505.25,5504.5,5504.75,156
20240613 121800,5504.75,5505.5,5504.75,5505.25,179
20240613 121900,5505.25,5505.75,5505,5505.25,118
20240613 122000,5505,5505.5,5504.75,5504.75,83
20240613 122100,5504.5,5505.25,5504.5,5505,109
20240613 122200,5505,5505.25,5504.25,5505,165
20240613 122300,5505.25,5505.75,5504.75,5505.75,114
20240613 122400,5505.5,5505.75,5504.75,5504.75,84
20240613 122500,5505,5505.75,5505,5505.25,77
20240613 122600,5505.25,5506,5505.25,5506,106
20240613 122700,5505.75,5506.25,5505.75,5506,109
20240613 122800,5506,5506.75,5505.75,5506.75,91
20240613 122900,5506.75,5507,5506.25,5506.25,102
20240613 123000,5506.25,5506.75,5505.25,5506,49
20240613 123100,5505.5,5517.25,5502,5515.25,1158
20240613 123200,5515.25,5515.75,5512,5513,436
20240613 123300,5513,5517.5,5512.25,5517.25,491
20240613 123400,5517,5517.75,5514.75,5515,672
20240613 123500,5515,5517.5,5515,5517,646
20240613 123600,5517.25,5517.75,5516,5516.75,680
20240613 123700,5516.75,5516.75,5514,5514.5,613
20240613 123800,5514.25,5514.25,5508.75,5510,1051
20240613 123900,5510,5511.5,5508,5510.75,459
20240613 124000,5511,5511,5506.5,5507.25,545
20240613 124100,5507.25,5507.5,5504.5,5504.75,372
20240613 124200,5504.75,5508.25,5504.5,5507.75,322
20240613 124300,5508.25,5508.25,5506.5,5508,245
20240613 124400,5508.25,5509,5505,5505.25,350
20240613 124500,5505,5506.5,5504.25,5505.5,187
20240613 124600,5505.5,5507.25,5505,5507.25,263
20240613 124700,5507.25,5508,5504,5505,352
20240613 124800,5505,5507.75,5504.75,5507,252
20240613 124900,5506.75,5507.25,5504.25,5504.75,280
20240613 125000,5504.5,5504.75,5503.75,5504.5,225
20240613 125100,5504.25,5505,5502.5,5504.75,324
